단어,IT/과학,경제,문화,미용/건강,사회,생활,스포츠,연예,정치
개원,0.0,0.0,0.0,0.00051459956225315,0.0,0.0,0.0,0.0,0.0
개월,0.00053273150221605,0.00154674182490685,0.0003771869083976,0.0007580835591143,0.00084667313927415,0.0007921137856725,0.00054218249461645,0.0008405138679775,0.0006596459275784
개인,0.00089550916573875,0.001437228283298,0.0008722910108456,0.0006691634840969,0.0005550698557981,0.00063298251533585,0.00095997148750685,0.0006630789936092,0.002367835162986826
개인정보,0.000814424683244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
개입,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008587281931723488
개장,0.0,0.0,0.0,0.0,0.0,0.0005223174237987,0.0,0.0,0.0
개정,0.0,0.0005518752585648,0.0,0.0,0.00052097386702235,0.0,0.0,0.0,0.00110742965233125
개정안,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010225822543732
개최,0.0017416093776334,0.00094888958246925,0.00354085368329605,0.001578075699213,0.0018549075467493,0.00234282171468085,0.00157479453939265,0.00080900460729225,0.0018080135121321
개최 되다,0.0004203426842011,0.0,0.00086183060466915,0.0,0.0,0.0005230020691768,0.0004809613875618,0.0,0.0
개최 하다,0.0007547523314051,0.0004767631417771,0.00156635106338535,0.0007437631513647,0.0009236209470409,0.00105114441878705,0.00050040766744165,0.0,0.000780340574557
개통,0.0,0.0,0.0,0.0,0.0,0.00040979912681445,0.0,0.0,0.0
개편,0.0004682176810743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000591058960452
개혁,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014247361273023394
개회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000487475201928
갤러리,0.0,0.0,0.0007823404006681,0.0,0.0,0.0,0.0,0.0,0.0
갤럭시,0.00128071454072475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
거기,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036393718663018594
거나,0.00048513144986875,0.0005051883237198,0.0,0.00049308616066575,0.00052551100320465,0.00043547618232175,0.0,0.0,0.002545515715475177
거대,0.0006573064431854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
거두다,0.00043875686410535,0.0,0.0,0.0,0.0,0.0,0.0016241223290812,0.0,0.0
거들다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001840131842512176
거듭,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014225881462937504
거래,0.0009474790541442,0.0031277234966091,0.0,0.0004862037439267,0.0,0.0005087873321789,0.0,0.0,0.0
거래 되다,0.0,0.00045198748382605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
거래소,0.0,0.00085041254890165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
거론,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001994552556681798
거리,0.0,0.0,0.00051758786285615,0.0,0.00042398357222565,0.00102195326888465,0.00043636549294345,0.0,0.002351279576543336
거미집,0.0,0.0,0.00037729419494365,0.0,0.0,0.0,0.0,0.0,0.0
거부,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015902048205584985
거부권,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005541546596194
거부권 행사,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041662002429605
거의,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016050038848578424
거점,0.0,0.0,0.0,0.00040647071496515,0.0,0.0,0.0,0.0,0.0
거주,0.0,0.0006818953343365,0.0,0.0,0.0004534387969256,0.0003910545760912,0.0,0.0,0.0
거짓말,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010018495587010737
거치다,0.0006161123342227,0.00066568365759485,0.0006555981522593,0.00054424221809535,0.00063780883302275,0.00071903724248515,0.00061868306245985,0.0004222402508776,0.002679367861300576
걱정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007170951816092,0.001267646380397277
건강,0.00042131364386795,0.00046217776216705,0.0,0.0043586035458406,0.00079511427157595,0.00091022525701605,0.0,0.0003717918588974,0.0004458686242857
건강 관리,0.0,0.0,0.0,0.0009808111512546,0.0,0.0,0.0,0.0,0.0
건강 보험,0.0,0.0,0.0,0.0006379042498063,0.0,0.0,0.0,0.0,0.0
건강 증진,0.0,0.0,0.0,0.0008654689457727,0.0,0.0,0.0,0.0,0.0
건강검진,0.0,0.0,0.0,0.00060110269375975,0.0,0.0,0.0,0.0,0.0
건강하다,0.0,0.0,0.0,0.00105862635901075,0.00040268396507785,0.00047338927691,0.0,0.0,0.0
건네다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044723513828515,0.0
건립,0.0,0.0,0.0,0.00051284466396105,0.0,0.0004850026445834,0.0,0.0,0.0006180744454547
건물,0.0,0.00051046658928595,0.0,0.0,0.0004119429813982,0.0004279240046513,0.0,0.0,0.0
건설,0.00048014326123395,0.0024102963010915,0.0,0.0,0.00086839057221955,0.00076413475409435,0.00043345012594765,0.0,0.00111764295417585
건양대,0.0,0.0,0.0,0.00040932073205195,0.0,0.0,0.0,0.0,0.0
건의,0.0,0.0,0.0,0.0004105776437205,0.00052873168950515,0.0,0.0,0.0,0.0012462339941279
건축,0.0,0.00056707541613105,0.0,0.0,0.0,0.000485069570336,0.0,0.0,0.0
걷기,0.0,0.0,0.0,0.00065143231651265,0.0,0.0,0.0,0.0,0.0
걸그룹,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00086040115308745,0.0
걸다,0.0,0.0,0.0,0.0,0.0,0.0,0.0004941293645383,0.0005410429242543,0.0009507347852979576
걸리다,0.0,0.0,0.0,0.0004190089480159,0.0,0.0,0.0004495505344395,0.00040696279739495,0.0008996200118948416
걸치다,0.0,0.0,0.0003843491341876,0.0,0.0004983352230581,0.0,0.0,0.0,0.0
검거,0.0,0.0,0.0,0.0,0.00040788797611205,0.0,0.0,0.0,0.0
검사,0.0,0.0,0.0,0.001807120583248,0.0009784341067128,0.0005318841104753,0.0,0.0,0.0007591540175591
검색,0.00078014503060955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013392070631616391
검증,0.00067807549932935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005552215260991115
검진,0.0,0.0,0.0,0.00115785603160515,0.0,0.0,0.0,0.0,0.0
검찰,0.0,0.0,0.0,0.0,0.0016634916839149,0.0,0.0,0.0,0.002806455812055593
검토,0.00058765380303995,0.00080736641148795,0.0,0.00047993645886845,0.0006914529214154,0.00059266037821095,0.0,0.0,0.00115067393215675
검토 하다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00049695602307385
겁니다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029851027667419745
게스트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006441811192761,0.0
게시,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021877123016533647
게임,0.00437138969366595,0.0,0.00049688245217825,0.0,0.0,0.0,0.0013575679192683,0.00076330236217355,0.0
게재,0.0,0.0,0.0,0.00047347278599965,0.0,0.0,0.0,0.0007096595623021,0.0
게재 하다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046324758383995,0.0
겨냥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002947296634047684
겨울,0.0,0.0,0.00037632058753845,0.00041692109243805,0.0,0.00039812873871735,0.0,0.0,0.0
격차,0.00042123991694735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009814036493398272
겪다,0.0,0.00057265993528525,0.0005059739088557,0.00059818554735205,0.00059610690255155,0.00047069369275465,0.0004511588244689,0.0004981198001472,0.0010120725133816969
견제,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009711806946592041
결과,0.0014700861180762,0.0013951875561952,0.0005417390834102,0.00226117131183045,0.0016620146048021,0.0011723997068479,0.0012898576981298,0.00062205054406635,0.006441942301144818
결산,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00059036209842985
결승,0.0,0.0,0.0,0.0,0.0,0.0,0.0010504961735093,0.0,0.0
결승전,0.0,0.0,0.0,0.0,0.0,0.0,0.0005528601293472,0.0,0.0
결의,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004163547759888
결정,0.00074620877249115,0.0011084205616475,0.00046547143304085,0.00066840251529335,0.0009389191417476,0.00064347882328785,0.0011503006318135,0.0005083024982269,0.003970828948401596
결정 하다,0.0,0.0004518253167403,0.0,0.0,0.0003933600208438,0.0,0.00040977543760365,0.0,0.00055742018457135
결제,0.0006496966951812,0.0008776977603177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
결집,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002249050029737104
결합,0.00047002168285955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
결혼,0.0,0.0,0.0003895707763808,0.0,0.0,0.0011556468093394,0.0,0.00212788249835045,0.001973030253360278
결혼 하다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007125617070371,0.0
결혼식,0.0,0.0,0.0,0.0,0.0,0.0005604718354615,0.0,0.00037832396526095,0.0
경관,0.0,0.0,0.0,0.0,0.0,0.0004557731326219,0.0,0.0,0.0
경기,0.0012592354881544,0.0016423104973797,0.00057457230765105,0.0005326320332155,0.000748701410241,0.00093944977180235,0.0085363332039631,0.0003907210152273,0.004571994710403416
경기 나서다,0.0,0.0,0.0,0.0,0.0,0.0,0.00043740556533365,0.0,0.0
경기 선발,0.0,0.0,0.0,0.0,0.0,0.0,0.000451157592061,0.0,0.0
경기 승리,0.0,0.0,0.0,0.0,0.0,0.0,0.0005143184957088,0.0,0.0
경기 연속,0.0,0.0,0.0,0.0,0.0,0.0,0.0006127106619065,0.0,0.0
경기 이닝,0.0,0.0,0.0,0.0,0.0,0.0,0.00046491747037585,0.0,0.0
경기 출전,0.0,0.0,0.0,0.0,0.0,0.0,0.00065143961120655,0.0,0.0
경기 치르다,0.0,0.0,0.0,0.0,0.0,0.0,0.00064443156981195,0.0,0.0
경기 타율,0.0,0.0,0.0,0.0,0.0,0.0,0.00046456536332735,0.0,0.0
경기 하다,0.0,0.0,0.0,0.0,0.0,0.0,0.00059784320621385,0.0,0.0
경기도,0.0005451843333752,0.00085134181522425,0.000421038134811,0.0009081879881863,0.0012187621555021,0.00105570394488335,0.00047000507234755,0.0,0.0038505535884034905
경기도 의회,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007312166521959
경기장,0.0,0.0,0.0,0.0,0.0,0.0,0.0008352910888813,0.0,0.0
경남,0.0,0.00056396585675355,0.0,0.0004698318086941,0.0007464018868846,0.00057260274579695,0.0,0.0,0.0016716355560993004
경북,0.0,0.0,0.0,0.0005252657512667,0.0008915886446506,0.00081039042060205,0.0,0.0,0.0032030054606551643
경선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001801138314140777
경영,0.0009379273739791,0.0014849311803364,0.0,0.00067094442839095,0.00064220675056295,0.0006590831314668,0.0,0.0,0.00047892086753515
경우,0.0014285158206186,0.0022233403201489,0.0003844614127425,0.00197090487442045,0.00138652009701465,0.0015008275971053,0.0006694748688344,0.0,0.006830957939833977
경쟁,0.00124758882712625,0.0006723927572437,0.00045784077360635,0.0,0.0,0.00042845725208005,0.0009119656804105,0.0,0.0014297850290220452
경쟁력,0.00106789097282255,0.0008310673345864,0.0,0.00058086037210395,0.0,0.0005138521519253,0.0,0.0,0.00043490093021865
경쟁률,0.0,0.000424465334241,0.0,0.0,0.0,0.0,0.0,0.0,0.0
경제,0.00080965885123585,0.00179109515112325,0.0,0.000716372999654,0.00116874532352445,0.00114383189437675,0.0,0.0,0.006288329987911467
경찰,0.0,0.0,0.0,0.0,0.0026685710850597,0.0004077342322547,0.0,0.0,0.0016458957035803351
경찰서,0.0,0.0,0.0,0.0,0.00076176602666075,0.0,0.0,0.0,0.0
경찰청,0.0,0.0,0.0,0.0,0.00068355208351505,0.0,0.0,0.0,0.0
경험,0.00148830795337755,0.0004264709910223,0.00092943956806415,0.0008017770709418,0.00058350289156895,0.0007849278450787,0.0008809598611691,0.00049800038737695,0.001382304707375638
계급,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015232202474128567
계기,0.00043798931235795,0.0,0.0004831680979177,0.00041342034277095,0.00048790187902665,0.00045832673284945,0.0,0.0,0.0005257050657249
계속,0.0005613627393482,0.0006528672869632,0.0006283543350115,0.0005581807923284,0.00073584468052655,0.0005290645928178,0.0009944062847523,0.0009616968981889,0.007236256555016245
계시다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016254497942190889
계약,0.00082255308473065,0.0016099766563896,0.0,0.0009718407747784,0.0004469232763449,0.00051621647257035,0.002059075604548,0.00055803868492655,0.0
계약 체결,0.0,0.0,0.0,0.0004174303330992,0.0,0.0,0.0,0.0,0.0
계양,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000920065921256088
계엄,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004702559153086672
계정,0.00045988435507085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
계좌,0.0,0.00084899250895725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
계층,0.0,0.00060691943292345,0.0,0.0006817101780489,0.00052453829579015,0.0005608894852729,0.0,0.0,0.0
계획,0.0025023140997422,0.0028882331506464,0.00107674027506985,0.0023464029887781,0.00244936294281485,0.00275212876873685,0.00090041213733185,0.00069633113340785,0.00224550727980435
고객,0.00254179712926075,0.00209478601677745,0.0,0.00107676782862895,0.0,0.00175829089141015,0.0,0.0,0.0
고도,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001073410241465436
고도화,0.0006249218732921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
고등학교,0.0,0.0,0.0,0.0,0.0005769388330958,0.0,0.0,0.0,0.000920065921256088
고딩,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004148130915693,0.0
고려,0.0005746989989032,0.00081030173615255,0.0,0.00056354759236135,0.00061288803720495,0.00059775199111565,0.0,0.0,0.0005518653851688
고려 하다,0.00041842826969585,0.00064929801423965,0.0,0.0,0.0004854741340105,0.00040867512128395,0.0,0.0,0.0
고르다,0.0,0.0,0.0,0.0,0.0,0.0,0.00041964672811865,0.0,0.0
고맙다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047349159342995,0.0
고문,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011551938789104215
고민,0.0,0.0,0.00063341547704395,0.0,0.0,0.0,0.000433674153988,0.0009943240489834,0.0014126559345953881
고발,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032406766337575543
고백,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012561893207563,0.0
고백 하다,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00075201298563815,0.0
고속도로,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00051576273402175
고양,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013085381991197696
고요,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010222954680623201
고용,0.0,0.0005096438479974,0.0,0.0,0.00068507369738915,0.0,0.0,0.0,0.0
고위,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004357379112377
고척,0.0,0.0,0.0,0.0,0.0,0.0,0.0004122594401225,0.0,0.0
고향,0.0,0.0,0.0,0.0,0.0,0.0003859259159528,0.0,0.0,0.0
고혈압,0.0,0.0,0.0,0.0005738471543167,0.0,0.0,0.0,0.0,0.0
곧바로,0.0,0.0,0.0,0.0,0.0,0.0,0.0004332672498998,0.0,0.0
골문,0.0,0.0,0.0,0.0,0.0,0.0,0.00054258626201435,0.0,0.0
골키퍼,0.0,0.0,0.0,0.0,0.0,0.0,0.0007926166363041,0.0,0.0
골프,0.0,0.0,0.0,0.00042243252462505,0.0,0.0,0.00113264404648555,0.0,0.0
골프장,0.0,0.0,0.0,0.0,0.0,0.0,0.0003962562549617,0.0,0.0
곳곳,0.0,0.0,0.0,0.0,0.0,0.00042290346215465,0.0,0.0,0.0
공간,0.001141086625672,0.0006948714350369,0.00116595748622295,0.00051191189502685,0.000580229446871,0.00168819640578305,0.0,0.0,0.00043653697774045
공감,0.0,0.0,0.0007364253928376,0.0,0.00041509285875625,0.0,0.0,0.00073094525741155,0.0006256681689055
