단어,IT/과학,경제,문화,미용/건강,사회,생활,스포츠,연예,정치
개최 되다,0.0008406853684022197,,0.0017236612093383468,,,0.0010460041383536546,0.0009619227751236,,
개최 하다,0.0015095046628102664,0.0009535262835542314,0.003132702126770713,0.0014875263027294022,0.0018472418940818866,0.0021022888375741345,0.0010008153348833697,,0.0015606811491140897
개통,,,,,,0.0008195982536289735,,,
개편,0.0009364353621486732,,,,,,,,0.0011821179209040645
개혁,,,,,,,,,0.0020172699232327454
개회,,,,,,,,,0.0009749504038560424
갤러리,,,0.0015646808013362952,,,,,,
갤럭시,0.0025614290814495915,,,,,,,,
거나,0.0009702628997375636,0.0010103766474396164,,0.0009861723213315276,0.0010510220064093162,0.0008709523646435815,,,
거대,0.001314612886370872,,,,,,,,
거두다,0.0008775137282107919,,,,,,0.003248244658162487,,
거듭,,,,,,,,,0.0008619230845466811
거래,0.0018949581082884236,0.00625544699321827,,0.0009724074878534324,,0.0010175746643578422,,,
거래 되다,,0.0009039749676521351,,,,,,,
거래소,,0.001700825097803345,,,,,,,
거론,,,,,,,,,0.0011266778027891312
거리,,,0.001035175725712326,,0.0008479671444513681,0.002043906537769385,0.0008727309858869111,,
거미집,,,0.0007545883898873293,,,,,,
거부,,,,,,,,,0.000890467792657431
거부권,,,,,,,,,0.0011083093192388058
거부권 행사,,,,,,,,,0.0008332400485921818
거점,,,,0.0008129414299303535,,,,,
거주,,0.0013637906686730875,,,0.0009068775938512911,0.0007821091521824284,,,
거치다,0.0012322246684454584,0.0013313673151897354,0.0013111963045186986,0.0010884844361907702,0.0012756176660455281,0.0014380744849703067,0.0012373661249197806,0.0008444805017552347,0.0016784720375768107
걱정,,,,,,,,0.0014341903632184142,
건강,0.000842627287735958,0.0009243555243341237,,0.008717207091681283,0.0015902285431519869,0.001820450514032142,,0.0007435837177948254,0.0008917372485714784
건강 관리,,,,0.001961622302509216,,,,,
건강 보험,,,,0.0012758084996126566,,,,,
건강 증진,,,,0.0017309378915454333,,,,,
건강검진,,,,0.0012022053875195414,,,,,
건강하다,,,,0.0021172527180215277,0.0008053679301557684,0.0009467785538200349,,,
건네다,,,,,,,,0.0008944702765703025,
건립,,,,0.0010256893279221408,,0.0009700052891668194,,,0.0012361488909094663
건물,,0.0010209331785719948,,,0.0008238859627964092,0.0008558480093026356,,,
건설,0.000960286522467967,0.004820592602183083,,,0.0017367811444391785,0.0015282695081887138,0.0008669002518953448,,0.0022352859083517073
건양대,,,,0.0008186414641039232,,,,,
건의,,,,0.0008211552874410554,0.0010574633790103713,,,,0.002492467988255836
건축,,0.0011341508322621104,,,,0.00097013914067209,,,
걷기,,,,0.0013028646330253946,,,,,
걸그룹,,,,,,,,0.0017208023061749949,
걸다,,,,,,,0.0009882587290766186,0.0010820858485086774,
걸리다,,,,0.0008380178960318703,,,0.0008991010688790646,0.0008139255947899715,
걸치다,,,0.0007686982683752508,,0.0009966704461162497,,,,
검거,,,,,0.0008157759522241918,,,,
검사,,,,0.0036142411664960724,0.0019568682134256054,0.0010637682209506838,,,0.0015183080351182212
검색,0.0015602900612191404,,,,,,,,
검증,0.001356150998658721,,,,,,,,0.0010450431162490996
검진,,,,0.0023157120632103204,,,,,
검찰,,,,,0.0033269833678298295,,,,0.002975389316510428
검토,0.0011753076060799054,0.0016147328229759225,,0.0009598729177369662,0.0013829058428308685,0.0011853207564219337,,,0.002301347864313503
검토 하다,,,,,,,,,0.0009939120461477584
게스트,,,,,,,,0.0012883622385522185,
게임,0.008742779387331947,,0.000993764904356516,,,,0.0027151358385366525,0.0015266047243471849,
게재,,,,0.0009469455719993626,,,,0.0014193191246042126,
게재 하다,,,,,,,,0.0009264951676799061,
겨냥,,,,,,,,,0.0008853454745900413
겨울,,,0.0007526411750769803,0.0008338421848761384,,0.0007962574774347944,,,
격차,0.0008424798338947661,,,,,,,,
겪다,,0.0011453198705705086,0.0010119478177114279,0.0011963710947041504,0.0011922138051031152,0.0009413873855093954,0.0009023176489378918,0.0009962396002944477,
결과,0.0029401722361524435,0.0027903751123904514,0.001083478166820441,0.004522342623660913,0.0033240292096042593,0.0023447994136958266,0.0025797153962596447,0.001244101088132778,0.0034378744773938988
결산,,,,,,,,,0.0011807241968597218
결승,,,,,,,0.0021009923470186862,,
결승전,,,,,,,0.0011057202586944711,,
결의,,,,,,,,,0.0008327095519776556
결정,0.0014924175449823533,0.0022168411232950653,0.0009309428660817185,0.0013368050305867154,0.0018778382834952502,0.0012869576465757708,0.0023006012636270154,0.0010166049964538217,0.0027892887377691565
결정 하다,,0.0009036506334806446,,,0.0007867200416876007,,0.0008195508752073716,,0.001114840369142776
결제,0.0012993933903624442,0.0017553955206354404,,,,,,,
결합,0.0009400433657191692,,,,,,,,
결혼,,,0.0007791415527616094,,,0.002311293618678875,,0.00425576499670094,
결혼 하다,,,,,,,,0.0014251234140742332,
결혼식,,,,,,0.0011209436709230232,,0.0007566479305219546,
경관,,,,,,0.0009115462652438695,,,
경기,0.0025184709763088472,0.0032846209947594235,0.0011491446153021952,0.0010652640664310703,0.0014974028204820314,0.0018788995436047045,0.017072666407926256,0.0007814420304546383,0.0019470293256481808
경기 나서다,,,,,,,0.0008748111306673448,,
경기 선발,,,,,,,0.000902315184122097,,
경기 승리,,,,,,,0.0010286369914176354,,
경기 연속,,,,,,,0.0012254213238130783,,
경기 이닝,,,,,,,0.0009298349407517678,,
경기 출전,,,,,,,0.0013028792224131385,,
경기 치르다,,,,,,,0.0012888631396239492,,
경기 타율,,,,,,,0.0009291307266547519,,
경기 하다,,,,,,,0.001195686412427715,,
경기도,0.0010903686667504526,0.0017026836304485584,0.0008420762696220868,0.0018163759763726887,0.002437524311004276,0.002111407889766775,0.0009400101446951041,,0.003611925304557765
경기도 의회,,,,,,,,,0.0014624333043918012
경기장,,,,,,,0.0016705821777626513,,
경남,,0.0011279317135071143,,0.0009396636173882948,0.001492803773769294,0.001145205491593943,,,0.0013600179041577407
경북,,,,0.001050531502533454,0.0017831772893012487,0.0016207808412041095,,,0.001458100855888715
경선,,,,,,,,,0.0010669838674870705
경영,0.0018758547479582766,0.002969862360672886,,0.001341888856781925,0.0012844135011259308,0.0013181662629336947,,,0.0009578417350703945
경우,0.0028570316412372073,0.004446680640297874,0.0007689228254850526,0.0039418097488409945,0.002773040194029321,0.003001655194210634,0.0013389497376688788,,0.002886921646291157
경쟁,0.0024951776542525236,0.0013447855144874425,0.000915681547212745,,,0.0008569145041601701,0.0018239313608210557,,0.0011012218529769732
경쟁력,0.0021357819456451137,0.0016621346691728508,,0.0011617207442079366,,0.0010277043038506653,,,0.0008698018604373293
경쟁률,,0.0008489306684820273,,,,,,,
경제,0.0016193177024717569,0.0035821903022465935,,0.001432745999308034,0.0023374906470489685,0.002287663788753538,,,0.0048072144185493625
경찰,,,,,0.005337142170119471,0.0008154684645094654,,,
경찰서,,,,,0.0015235320533215852,,,,
경찰청,,,,,0.001367104167030141,,,,
경험,0.0029766159067551824,0.0008529419820446695,0.0018588791361283962,0.001603554141883653,0.0011670057831379536,0.0015698556901574865,0.0017619197223382463,0.0009960007747539504,0.0009244775722391711
계기,0.0008759786247159787,,0.0009663361958354737,0.0008268406855419438,0.0009758037580533929,0.0009166534656989124,,,0.0010514101314498397
계속,0.0011227254786964132,0.0013057345739264986,0.0012567086700230267,0.0011163615846568004,0.0014716893610531457,0.0010581291856356283,0.0019888125695046023,0.001923393796377874,0.0019187247622272875
계약,0.0016451061694613832,0.0032199533127792467,,0.001943681549556814,0.0008938465526898336,0.001032432945140799,0.004118151209096044,0.0011160773698531768,
계약 체결,,,,0.0008348606661984411,,,,,
계정,0.0009197687101417216,,,,,,,,
계좌,,0.0016979850179145502,,,,,,,
계층,,0.001213838865846971,,0.0013634203560978382,0.0010490765915803358,0.00112177897054583,,,
계획,0.005004628199484481,0.005776466301292826,0.0021534805501397785,0.004692805977556241,0.004898725885629734,0.005504257537473781,0.0018008242746637838,0.0013926622668157713,0.004491014559608722
고객,0.005083594258521585,0.0041895720335549695,,0.0021535356572579606,,0.0035165817828203528,,,
고도화,0.0012498437465842326,,,,,,,,
고등학교,,,,,0.0011538776661916663,,,,
고딩,,,,,,,,0.0008296261831386902,
고려,0.0011493979978064138,0.0016206034723051132,,0.0011270951847227471,0.0012257760744099936,0.0011955039822313695,,,0.001103730770337687
고려 하다,0.000836856539391798,0.0012985960284793787,,,0.000970948268021087,0.0008173502425679632,,,
고르다,,,,,,,0.0008392934562373721,,
고맙다,,,,,,,,0.0009469831868599816,
고민,,,0.0012668309540879996,,,,0.0008673483079760136,0.001988648097966886,0.0009851800266786521
고백,,,,,,,,0.002512378641512625,
고백 하다,,,,,,,,0.0015040259712763228,
고속도로,,,,,,,,,0.001031525468043525
고용,,0.0010192876959948629,,,0.0013701473947783317,,,,
고위,,,,,,,,,0.0008714758224754297
고척,,,,,,,0.0008245188802450474,,
고향,,,,,,0.0007718518319056491,,,
고혈압,,,,0.0011476943086334544,,,,,
곧바로,,,,,,,0.0008665344997996603,,
골문,,,,,,,0.0010851725240287118,,
골키퍼,,,,,,,0.0015852332726082013,,
골프,,,,0.0008448650492501594,,,0.0022652880929711705,,
골프장,,,,,,,0.0007925125099234524,,
곳곳,,,,,,0.0008458069243093184,,,
공간,0.0022821732513440022,0.0013897428700738654,0.002331914972445979,0.0010238237900537478,0.0011604588937420288,0.0033763928115661435,,,0.0008730739554809616
공감,,,0.0014728507856752286,,0.0008301857175125699,,,0.0014618905148231843,0.0012513363378110233
공개,0.004621596419999178,0.0018740888883721,0.007021743882210954,0.0022323910400952767,0.00220288473461429,0.0022622634331463908,0.0014337973324755567,0.010497593653466619,0.002074138495855072
공개 돼다,,,0.0009843655229584674,,,,,0.0018828602223410654,
공개 되다,0.0008815537873915979,,0.002913474233478212,,,,,0.004421331687840981,
공개 하다,0.0019718136998880358,,0.0027208091732092415,0.001073558491182656,,0.0009280957791556193,,0.004118698769791606,
공격,0.001116239652065972,,,,0.0010444081697125343,,0.003412604030907062,,0.0008750440747917299
공격수,,,,,,,0.001975093085857255,,
공공,0.0008696148376302481,,,,,,,,
공공기관,,,,,0.000798352197577932,,,,0.001316527087419158
공급,0.0019284810131553994,0.003922655410522912,,0.001666605082227303,0.0011568977314803438,0.0014009278622012797,,,
공급 하다,,0.0008702517332680221,,,,,,,
공단,,0.000850769084460743,,,0.0008138057940796171,0.0009769092214287796,,,
공동,0.0021743509033348863,0.001996536500859812,0.001043787197249459,0.0018008265896960179,0.001544562168894091,0.001299062115326688,0.0018501698589628917,,0.0015326322238171125
공동 주택,,0.0008845231883684053,,,,,,,
공동체,,,,,0.000949774918893754,,,,
공략,0.0011471273863679012,,,,,,,,
공매도,,0.0011168394366336736,,,,,,,
공모,,0.0015831414349549787,0.0014014527452534938,0.0008422344623455447,0.0011431236621236855,0.0012100578981835363,,,
공모전,,,0.0024667384988708817,,,,,,
공무원,,,,,0.002363567665410043,,,,0.0012739718355153462
공사,,0.0031788797819521843,,,0.001794420298497787,0.002761904763628619,,,0.0015167365926345199
공시,,0.0016504145974993486,,,,,,,
공식,0.002204068487223813,,0.003065501477397974,0.0012991857947178662,0.0009244719796650766,0.00134658656986437,0.0021601086306184286,0.003943506990763981,0.001577445327453189
공약,,,,,,,,,0.0017972852539184145
공연,,,0.011231657007306304,,,0.0019333185935968098,,0.0016836426403354168,
공연장,,,0.0017752393142853617,,,,,,
공원,,0.001057168936071558,0.0014780274250587341,,,0.0030941296828353787,,,0.0009133714135446529
공유,0.002135197925979363,0.0010152636748052167,0.0009111052302721266,0.0012729061231721516,0.0015358599446393933,0.001359646252047471,,,0.0011891931623417631
공유 하다,0.0008965848898067978,,,,,,,,
공인,,0.0017769387353399632,,,,,,,
공장,0.0014112630092734078,0.0023881208693870004,,0.0012714926994826508,0.0009185657992871562,0.000858123639267178,,,
공정,0.0015928983559766784,0.0008332760164207588,,,,,,,
공제,,0.000996203412995574,,,,,,,
공주시,,,,,,0.0007988214429213705,,,
공직자,,,,,,,,,0.0008781793016237995
공천,,,,,,,,,0.002099636510232773
공항,,,,,,0.001748110342173797,,,0.0010700507717911678
과거,,,0.0011538478121273612,,0.000878783031173064,,,0.0018831387058759923,0.0011941615823315723
과반,,,,,,,,,0.0008397766442337903
과연,,,,,,,,0.0011365388007453846,
과장,,,,0.0008979611043077423,0.0011266337478504638,0.0009284196534726024,,,
과정,0.002398971146770136,0.0016258608590753257,0.0020615750188531794,0.001892241238723523,0.0030745148667410344,0.0014908468136844435,0.0012620153952044568,0.0012401303811981994,0.002427433572366799
과제,0.0013227383704215434,,,0.0009911643468621628,0.0010199343834000553,,,,0.0017435926510558704
과학,0.0017077146069782295,,,0.0008528481381598002,0.00112448951087344,,,,
과학기술,0.002081715527066389,,,,,,,,0.0008872767868279951
과학기술 정보통신부,0.00117149289668604,,,,,,,,
관객,,,0.006483940531632603,,,,,0.0007541193048093734,
관객 돌파,,,0.0008177791628007947,,,,,,
관객수,,,0.0009281791354599159,,,,,,
관계,0.0011380354261162563,0.0011584239859021269,0.001176901175493995,0.0010457337601955808,0.0021482369744038475,0.001387864586075546,,0.0014021197669945803,0.0026075489891600316
관계자,0.0032098673556359234,0.00384424441221929,0.001786233255377079,0.0037471814763952492,0.003552219939914773,0.003878215654063434,0.0012524185128824448,0.0007474042418166614,0.002507661664008136
관광,,,0.0012136023491964379,,0.0007873208448533425,0.0055638590091279805,,,0.0015078222226124127
관광객,,,,,,0.0027740586731146394,,,
관광지,,,,,,0.0013165921454696792,,,
관내,,,,0.0009795176081022568,0.0014550305547182223,0.001209747834387707,,,
관람,,,0.002962517287570884,,,,,,
관람 하다,,,0.0011649334914416239,,,,,,
관람객,,,0.0015806917624982624,,,0.0009277079833499983,,,
관련,0.00453750760893841,0.0046223474824942995,0.00203847344028295,0.003966710704907241,0.0049403500768869495,0.003188222553350375,0.0009526338751686392,0.0015582216989997312,0.005832819564601279
관련 하다,0.000869501260136687,0.0009431984989262303,,,0.0014737699227660643,,,,0.002473161097525901
관리,0.0036485156909157775,0.003841115390529184,,0.006587194939092358,0.0038271404461026693,0.003648879153461052,0.0010411596730963073,,0.003293945011720601
관리 하다,,,,0.0010277707778755083,,,,,
관심,0.0018551205571044436,0.001689012878039603,0.0026042318819157763,0.0018883063715663354,0.0016818406102630733,0.001869669105566633,0.002035793516981999,0.0026794341916223647,0.001639781022646991
관절,,,,0.0014652205260212948,,,,,
관중,,,,,,,0.0009753144590465449,,
관측,0.0010129301979472155,,,,,,,,
광고,0.002143512619710407,,,0.0009129652051189208,,0.0008307400660544679,,,
광장,,,0.0007470133535155284,,,0.0011520231453049942,,,
광주,0.0010119795568749685,0.0014501966722896558,0.0023228251842338683,0.0012955235501925573,0.0019308466691935527,0.0018245935932827547,0.0021678810420304173,,0.0015326386592865826
광주시,,,,,0.0008095460986116515,,,,
괜찮다,,,,,,,,0.0007540843731015688,
굉장하다,,,0.0007824131452537999,,,,,,
교류,0.0008277023210488674,,0.0009489339494740779,0.0008953194664256959,0.0012731122833197996,0.0012288214943802784,,,0.0012710617875312706
교사,,,,,0.002727538439935418,,,,
교수,0.002677280161039886,,0.0019785886173870532,0.004190719729045745,0.0018251085044648768,0.0007880256981988283,,,0.0016759752385263598
교실,,,,0.0009677733138275705,0.0007968454513926611,,,,
교원,,,,,0.0010197154543977634,,,,
교육,0.002907299581139744,0.001639796046759502,0.0019689545631018527,0.00377982194232054,0.00869428458714748,0.0028308812022394326,0.0008036226980015235,,0.001566290708951309
교육감,,,,,0.0014218189765411264,,,,
교육과정,,,,,0.0010936976779041538,,,,
교육부,,,,,0.0013413395683158258,,,,
교육지원청,,,,,0.0011702384773602662,,,,
교육청,,,,,0.003488033169353613,,,,
교체,,,,,,,0.0024441988250025193,,0.0009936714740879703
교통,0.0011259059283249833,0.001170362943330091,,,0.0012806120850793292,0.0029417688560404876,,,0.0015068918033921742
구간,,,,,,0.001420754486960854,,,
구글,0.0024729939754335882,,,,,,,,
구단,,,,,,,0.004048482403211203,,
구독,0.0008337246602849099,,,,,,,,
구매,0.0017539717771454426,0.0009916624622989003,,0.0014131770585393217,,0.002663947419337245,,,
구매 하다,,,,,,0.0009978208737667818,,,
구성,0.0022620355832471766,0.0016649434279644782,0.002091833607462986,0.0020797393666736746,0.0018472697140850829,0.00208085756809117,0.0012183086099635386,0.0007899606232223618,0.002213865565411461
구성 되다,,,0.0008089847458249321,,,,,,
구속,,,,,0.001385567999617418,,,,
구속영장,,,,,0.0008363967510084496,,,,
구역,,0.0015977386132974064,,,0.0008188709156073772,0.0010531007332448595,,,
구원,,,,,,,,0.0008406034710397517,
구입,,,,,,0.0008023610649658852,,,
구장,,,,,,,0.0008106309689609411,,
구조,0.0014062483486162233,0.0014883786777029927,,0.0008457838288329689,0.001198012956130071,0.0008593773561341443,,,
구진,0.0008695037166758302,,,,,,,,
구체,0.0008754905189190314,0.0009450571617113542,,,0.0009094072237793622,,,,0.0011623372799494129
구축,0.004256436823628884,0.0024545594623239203,,0.002903906211183178,0.002127982292503252,0.0020585124380341924,,,0.0018165365990557543
구축 하다,0.0016033296300777297,0.0008748891965280273,,0.0010456178189155,0.0007906970902388106,,,,
구현,0.0016730325244206567,,,,,,,,
구현 하다,0.0008813068119388918,,,,,,,,
국가,0.0027454897109940924,0.0020975808183007092,0.0009844528175031624,0.0026023723601782574,0.00294699912036823,0.0021404856931417954,,,0.0038805614015778775
국가대표,,,,,,,0.0016278691017097343,,
국내,0.005894862951216976,0.004995374771561463,0.002902344602423105,0.00488684586123877,0.0019492350656183557,0.003742287360415194,0.001350147118722448,0.0013392329294046497,0.0010224311948463286
국내외,0.0010598247329989168,,0.0008718073462047666,,,,,,
국립,,,0.0010696099443457362,0.0016050145754632544,,,,,
국민,0.0014137929722863618,0.001899931295611606,0.0011735045668400178,0.0021614404633134984,0.003079470347154807,0.0015592660540683673,0.0008217471231612753,0.0010374468059917957,0.012590856706662065
국민 대표,,,,,,,,,0.001282157495315684
국민 의원,,,,,,,,,0.0013355169080009734
국민연금,,0.0011804292279443398,,,,,,,
국민은행,,0.0009032765849504641,,,,,,,
국방,,,,,0.0008671261471189248,,,,
국방부,,,,,0.0010702445189480843,,,,
국비,,,,,,,,,0.0012013143780221164
국빈,,,,,,,,,0.000923595591748143
국악,,,0.0013611196667982495,,,,,,
국정,,,,,,,,,0.0020607032341269896
국제,0.002629908671131381,0.00151812787804009,0.003607270485522973,0.0023221465192205864,0.0018504379775410242,0.0021574813983714063,0.0018661174543204502,,0.0016051483342270874
국제 영화제,,,0.0016010830284610496,,,,,,
국채,,0.0010018482376356029,,,,,,,
국토교통부,,0.0011365782648311317,,,,,,,
국토부,,0.0009382692013309208,,,,,,,
국회,,0.00116340909312495,,0.0010636605591532531,0.0012943105406768279,,,,0.007616424157844073
국회 본회의,,,,,,,,,0.0008907529877093445
국회 열리다,,,,,,,,,0.0009849081610304612
국회의원,,,,,,,,,0.0032695914212466305
국회의장,,,,,,,,,0.0008333910183768622
군민,,,,0.0009230188478198357,0.0011005073783988777,0.0010203275169780109,,,
군사,,,,,0.0010853462365324658,,,,
군수,,,,,0.0017435885758606221,0.001421299924898389,,,0.0008999177414522255
궁금증,,,,,,,,0.001958734639961376,
궁금하다,,,,,,,,0.0010489663563703691,
권력,,,,,,,,,0.0008782653698223182
권한,,,,,,,,,0.0012303384695937505
귀엽다,,,,,,,,0.0007980163397746968,
규모,0.002892299897738294,0.00504318692128292,0.001065249652162311,0.002466843158598646,0.0018919465772392642,0.0022665060956743293,,,0.001829449519955219
